n,n commande,date creation,date expedition,dernier statut,date dernier statut,date livraison/echec,prenom,nom,Gender,telephone,adresse,commune,wilaya,designation,prix,type,Brandt,frais livraison,freeshipping,paiement,id importation,type colis,premiere tentative,date premiere tentative,deuxieme tentative,date deuxieme tentative,troisieme tentative,date troisieme tentative
485,#1533,2022-03-16,2022-03-16,Retourne au vendeur,2022-03-27,2022-03-21,,Nydia,H,1051217587,centre ville,Ain El Hammam,Tizi Ouzou,Pack Retroviseur Multimedia + Mini Camera de Recul - Noir,5250,Electronique Embarquee,Pack,1050,oui,paye,0,ecommerce,Tentative echouee (Client no-show),2022-03-19,Tentative echouee (Client no-show),2022-03-20,Echec livraison (Telephone injoignable),2022-03-21
486,#1509,2022-03-16,2022-03-16,Livre,2022-03-20,2022-03-20,,Hedvig,H,7973697968,centre ville,El Hadjar,Annaba,Retroviseur Multimedia-MP5 - Noir,4599,Electronique Embarquee,Retroviseur,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-19,Livre,2022-03-20,,
487,#1472,2022-03-16,2022-03-17,Retourne au vendeur,2022-04-06,2022-03-27,,Elicia,H,,centre ville,Reggane,Adrar,Pack - 2 Lunettes Unisexe - Anti-Reflets HD Vision - Noir,1000,Electronique Embarquee,Pack,1600,oui,receivable,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-26,Echec livraison (Annule par le client),2022-03-27,,
488,#1336,2022-03-16,2022-03-17,Retourne au vendeur,2022-03-26,2022-03-21,,,H,,centre ville,Bab Ezzouar,Alger,Abro Nettoyant Systeme Aeration - Auto,989,Electronique Embarquee,Abro,1050,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-19,Tentative echouee (Telephone injoignable),2022-03-20,Echec livraison (Client absent (reporte)),2022-03-21
489,1591,2022-03-16,2022-03-17,Retourne au vendeur,2022-03-26,2022-03-21,,,H,4028689386,centre ville,Djelfa,Djelfa,Roswheel Pochette Sacoche Smartphone pour Velo VTT - Noir,2000,Electronique Embarquee,Roswheel,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-20,Echec livraison (Le client n\'a pas commande),2022-03-21,,
490,1592,2022-03-16,2022-03-17,Livre,2022-03-19,2022-03-19,,Sileas,H,3994754112,alger hai 11 decembre ain benian,Ain Benian,Alger,Stylo Efface Rayures,350,Electronique Embarquee,Stylo,750,oui,paye,0,ecommerce,Livre,2022-03-19,,,,
491,L0UPL5DH,2022-03-17,,Pret à expedier,2022-03-17,,test test,Gusella,H,3199335349,test,Aougrout,Adrar,Support Telephone - Tableau De Bord Voiture - Gravity - Noir,650,Electronique Embarquee,Support,1400,oui,pas pret,264,ecommerce,,,,,,
492,1678,2022-03-17,2022-03-17,Retourne au vendeur,2022-03-29,2022-03-21,mohamed amine,Erna,H,,16 cite welad bel hadj,Saoula,Alger,Recepteur Bluetooth - Convertisseur Usb De Recepteur De Musique Bluetooth + Entree Carte Memoire Pour Voiture - Noir.,850,Electronique Embarquee,Recepteur,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-19,Tentative echouee (Client ne repond pas),2022-03-20,Echec livraison (Client ne repond pas),2022-03-21
493,1677,2022-03-17,2022-03-17,Retourne au vendeur,2022-04-02,2022-03-28,abdelmalek,,H,6334707307,,Bab Ezzouar,Alger,"TFT Kit Retroviseur À ecran Tft Lcd 10,9 Cm Et Camera De Recul etanche 135 °-Noir",4400,Electronique Embarquee,TFT,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-20,Tentative echouee (Client absent (reporte)),2022-03-23,Echec livraison (Client ne repond pas),2022-03-28
494,1672,2022-03-17,2022-03-17,Retourne au vendeur,2022-04-20,2022-04-04,mohamed,,H,,,Aoulef,Adrar,Compresseur De Voitures,2700,Electronique Embarquee,Compresseur,1400,oui,receivable,0,ecommerce,Tentative echouee (Commune erronee),2022-03-22,Tentative echouee (Telephone injoignable),2022-03-27,Echec livraison (Client absent (reporte)),2022-04-04
495,1671,2022-03-17,2022-03-17,Livre,2022-03-19,2022-03-19,boukada,Dewitt,H,1579521525,,Mascara,Mascara,Retroviseur Multimedia-MP5 - Noir,4599,Electronique Embarquee,Radars,750,oui,paye,0,ecommerce,Livre,2022-03-19,,,,
496,1668,2022-03-17,2022-03-17,Retourne au vendeur,2022-03-26,2022-03-20,zinou,Kacy,H,7959114621,,Setif,Setif,Pack - 2 Lunettes Unisexe - Anti-Reflets HD Vision - Noir,1000,Electronique Embarquee,Salama,900,oui,paye,0,ecommerce,Echec livraison (Le client n\'a pas commande),2022-03-20,,,,
497,1667,2022-03-17,2022-03-17,Livre,2022-03-21,2022-03-21,,Mandel,H,9227194439,,Ouled Djellal,Biskra,Abro Nettoyant Systeme Aeration - Auto,989,Electronique Embarquee,Ampoule,1050,oui,paye,0,ecommerce,Tentative echouee (Telephone injoignable),2022-03-20,Livre,2022-03-21,,
498,1663,2022-03-17,2022-03-17,Retourne au vendeur,2022-03-27,2022-03-22,ouchrif,Quent,H,5617707980,kouba,Annaba,Annaba,Roswheel Pochette Sacoche Smartphone pour Velo VTT - Noir,2000,Electronique Embarquee,Extincteur-Auto,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-20,Tentative echouee (Client ne repond pas),2022-03-21,Echec livraison (Client ne repond pas),2022-03-22
499,1661,2022-03-17,2022-03-17,Livre,2022-03-19,2022-03-19, Lyes,Mathe,H,4764901173,,Alger Centre,Alger,Stylo Efface Rayures,350,Electronique Embarquee,Recepteur,750,oui,paye,0,ecommerce,Livre,2022-03-19,,,,
500,1560,2022-03-17,2022-03-17,Retourne au vendeur,2022-03-27,2022-03-22,,Cecilla,H,1566301802,,Tebessa,Tebessa,Support Telephone - Tableau De Bord Voiture - Gravity - Noir,650,Electronique Embarquee,Support,1050,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-20,Tentative echouee (Client absent (reporte)),2022-03-21,Echec livraison (Client ne repond pas),2022-03-22
501,1618,2022-03-17,2022-03-17,Livre,2022-03-20,2022-03-20,, Chorfa,H,2362581626,,Annaba,Annaba,Recepteur Bluetooth - Convertisseur Usb De Recepteur De Musique Bluetooth + Entree Carte Memoire Pour Voiture - Noir.,850,Electronique Embarquee,C6,900,oui,paye,0,ecommerce,Livre,2022-03-20,,,,
502,1621,2022-03-17,2022-03-17,Retourne au vendeur,2022-03-26,2022-03-22,, Zitouni,H,,,Oran,Oran,"Lenovo Ideapad 110 15.6""- Intel Celeron N3060 - 500 Go - 2 Go - Noir - Freedos - Garantie 1 An",44900,pc,Lenovo,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-20,Tentative echouee (Client absent (reporte)),2022-03-21,Echec livraison (Client ne repond pas),2022-03-22
503,1303,2022-03-18,,En preparation,2022-03-18,,test,,H,3332005577,18 Krim belkacem edimco,Bejaia,Bejaia,Asus Vivobook X540N - Celeron N3350 - 4Go - 500Go - 15’ HD -Wifi - Endless - Gris - Garantie 1An,42700,pc,Asus,1400,oui,pas pret,267,ecommerce,,,,,,
504,1303,2022-03-18,,En preparation,2022-03-18,,Djida nadjem,,H,8621908353,18 Krim belkacem edimco,Bejaia,Bejaia,"Asus VivoBook X540M 15.6"" - Celeron N4000 - 4 Go - 1 To - Win 10 - Noir - Garantie 1 An",49900,pc,Asus,750,oui,pas pret,268,ecommerce,,,,,,
505,cmndByphone,2022-03-19,2022-03-21,Livre,2022-03-22,2022-03-22,,mehoukh sofiane,H,2739513864,,Staoueli,Alger,"Lenovo Laptop Gaming Legion Y530 15,6"" - I7-8750HQ - 16 Go - 2 To + 256 SSD - Noir - Garantie 1 An",250000,pc,Lenovo,750,oui,paye,0,ecommerce,Livre,2022-03-22,,,,
506,cmndByphone,2022-03-19,2022-03-21,Livre,2022-03-26,2022-03-26,,mezzouzi abdelwahab,H,9268206741,,Adrar,Adrar,"Monueal Ordinateur De Bureau 19"" - Pc Composee - Core2 Duo E6300 - 2G - 160G - Noir - Garantie 1 An",27000,pc,Monueal,1400,oui,paye,0,ecommerce,Livre,2022-03-26,,,,
507,#1636,2022-03-19,2022-03-21,Retourne au vendeur,2022-03-30,2022-03-26,, Fouaz ouachi,H,8545102469,,Ain Kercha,Oum El Bouaghi,Lenovo Lenovo Thinkpad T480 - 14.0'' Hd - Core I5 8250U - 8 Gb - 256 Gb Ssd - Intel 620 - Garantie 3 Ans,270000,pc,Lenovo,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-23,Tentative echouee (Client ne repond pas),2022-03-24,Echec livraison (Telephone injoignable),2022-03-26
508,#1641,2022-03-19,2022-03-21,Livre,2022-03-22,2022-03-22,, Mammeri abbes,H,1595615360,,El Bayadh,El Bayadh,Stylo Efface Rayures,350,Electronique Embarquee,Serviette,900,oui,paye,0,ecommerce,Livre,2022-03-22,,,,
509,#1644,2022-03-19,2022-03-21,Retourne au vendeur,2022-04-06,2022-03-28,,seyda rabha,F,,,Beni Guecha,El Oued,Support Telephone - Tableau De Bord Voiture - Gravity - Noir,650,Electronique Embarquee,Pack,1050,oui,receivable,0,ecommerce,Tentative echouee (Telephone injoignable),2022-03-24,Tentative echouee (Client ne repond pas),2022-03-27,Echec livraison (Telephone injoignable),2022-03-28
510,#1646,2022-03-19,2022-03-21,Livre,2022-03-23,2022-03-23,,abdelkadder boudraa,F,1458948854,,Ain Fakroun,Oum El Bouaghi,Recepteur Bluetooth - Convertisseur Usb De Recepteur De Musique Bluetooth + Entree Carte Memoire Pour Voiture - Noir.,850,Electronique Embarquee,Mini,900,oui,paye,0,ecommerce,Livre,2022-03-23,,,,
511,#1647,2022-03-19,2022-03-21,Livre,2022-04-17,2022-04-17,,Riuhi ,F,,,Bordj Badji Mokhtar,Adrar,"TFT Kit Retroviseur À ecran Tft Lcd 10,9 Cm Et Camera De Recul etanche 135 °-Noir",4400,Electronique Embarquee,Car,750,oui,receivable,0,ecommerce,Tentative echouee (Client ne repond pas),2022-04-15,Livre,2022-04-17,,
512,#1649,2022-03-19,2022-03-21,Retourne au vendeur,2022-03-29,2022-03-23,,narimen,F,5269685931,,Bordj Bou Arreridj,Bordj Bou Arreridj,Abro Polish Renovateur Phare,980,Electronique Embarquee,Abro,1050,oui,paye,0,ecommerce,Echec livraison (Annule par le client),2022-03-23,,,,
513,#1650,2022-03-19,2022-03-21,Retourne au vendeur,2022-04-11,2022-03-31,,bia safia,F,7601948800,,Tindouf,Tindouf,Lubrifiant Au Silicone - 400 ml Double Position - WD-40,1400,Electronique Embarquee,Lubrifiant,900,oui,receivable,0,ecommerce,Tentative echouee (Telephone injoignable),2022-03-29,Tentative echouee (Client ne repond pas),2022-03-30,Echec livraison (Annule par le client),2022-03-31
514,#1653,2022-03-19,2022-03-21,Livre,2022-03-23,2022-03-23,,nacera,F,3789933954,,Laghouat,Laghouat,"Lenovo Ideapad 110 15.6""- Intel Celeron N3060 - 500 Go - 2 Go - Noir - Freedos - Garantie 1 An",44900,pc,Lenovo,1050,oui,paye,0,ecommerce,Livre,2022-03-23,,,,
515,#1661,2022-03-19,2022-03-21,Livre,2022-03-24,2022-03-24,,hibachi,F,4382700906,,Ain Oussara,Djelfa,Asus Vivobook X540N - Celeron N3350 - 4Go - 500Go - 15’ HD -Wifi - Endless - Gris - Garantie 1An,42700,pc,Asus,1050,oui,paye,0,ecommerce,Livre,2022-03-24,,,,
516,abd6817,2022-03-20,2022-03-21,Livre,2022-03-24,2022-03-24,,madame tounsi,F,3966733837,,Laghouat,Laghouat,"Asus VivoBook X540M 15.6"" - Celeron N4000 - 4 Go - 1 To - Win 10 - Noir - Garantie 1 An",49900,pc,Asus,1050,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-23,Livre,2022-03-24,,
517,1680,2022-03-22,2022-03-28,Livre,2022-03-30,2022-03-30,abdelhalim,laamech,H,,,Setif,Setif,"Lenovo Laptop Gaming Legion Y530 15,6"" - I7-8750HQ - 16 Go - 2 To + 256 SSD - Noir - Garantie 1 An",250000,pc,Lenovo,900,oui,paye,0,ecommerce,Livre,2022-03-30,,,,
518,1682,2022-03-22,2022-03-28,Retourne au vendeur,2022-04-06,2022-03-31,saidi,issam,H,,,Barika,Batna,"Monueal Ordinateur De Bureau 19"" - Pc Composee - Core2 Duo E6300 - 2G - 160G - Noir - Garantie 1 An",27000,pc,Monueal,900,oui,receivable,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-30,Echec livraison (Client incapable de payer),2022-03-31,,
519,1683,2022-03-22,2022-03-28,Retourne au vendeur,2022-04-02,2022-03-29,mouloud,amri,H,5025145573,,Ouled Fayet,Alger,Lenovo Lenovo Thinkpad T480 - 14.0'' Hd - Core I5 8250U - 8 Gb - 256 Gb Ssd - Intel 620 - Garantie 3 Ans,270000,pc,Lenovo,750,oui,paye,0,ecommerce,Echec livraison (Annule par le client),2022-03-29,,,,
520,1684,2022-03-22,2022-03-28,Retourne au vendeur,2022-04-06,2022-04-02,,abdeslem,H,7935343813,,Baghlia,Boumerdes,Support Telephone - Tableau De Bord Voiture -Gravity- Bleu,550,Electronique Embarquee,Support,900,oui,receivable,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-30,Tentative echouee (Client ne repond pas),2022-03-31,Echec livraison (Client ne repond pas),2022-04-02
521,1814,2022-03-26,2022-03-26,Retourne au vendeur,2022-04-10,2022-04-02,,badila,H,8969323430,,Adrar,Adrar,Lave Glace Vaporisateur - Blanc/Vert,599,Electronique Embarquee,Lave,1400,oui,receivable,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-30,Tentative echouee (Client absent (reporte)),2022-03-31,Echec livraison (Client absent (reporte)),2022-04-02
522,1812,2022-03-26,2022-03-26,Livre,2022-03-28,2022-03-28,mssibeh,hamid,H,8637998061,,Collo,Skikda,Canne Antivol - Bloque Volant / Pedale,1950,Electronique Embarquee,Canne,900,oui,paye,0,ecommerce,Livre,2022-03-28,,,,
523,1811,2022-03-26,2022-03-26,Livre,2022-03-31,2022-03-31,tourass,abdelhamid,H,,,Hassi Messaoud,Ouargla,Pare-Soleil Auto - Ovale - 1 Piece - Noir,450,Electronique Embarquee,Pare-Soleil,1050,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-29,Tentative echouee (Client absent (reporte)),2022-03-30,Livre,2022-03-31
524,1810,2022-03-26,2022-03-26,Retourne au vendeur,2022-04-02,2022-03-29, Nora, Khelafi ,H,4227060015,,Ain Tedles,Mostaganem,Car Inverter - Pour Voiture 12v vers 220v - 150w + Usb 5v - Noir,1999,Electronique Embarquee,Car,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-27,Tentative echouee (Client ne repond pas),2022-03-28,Echec livraison (Client absent (echoue)),2022-03-29
525,1809,2022-03-26,2022-03-26,Retourne au vendeur,2022-04-02,2022-03-29,, Semaou ne,H,9529515547,,Oran,Oran,Salama coussin lombaire Voiture Et Bureau - Gris,695,Electronique Embarquee,Salama,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-28,Echec livraison (Client absent (echoue)),2022-03-29,,
526,1808,2022-03-26,2022-03-26,Livre,2022-03-28,2022-03-28,abdelmoumen,adel,H,,,Guelma,Guelma,"Ecran 4.3"" pour Camera de Recul - Lcd",3550,Electronique Embarquee,Ecran,900,oui,paye,0,ecommerce,Livre,2022-03-28,,,,
527,1807,2022-03-26,2022-03-26,Livre,2022-03-30,2022-03-30, mohamed, Mahdjoubi,H,4907057872,,Alger Centre,Alger,Coido Air Gonfleur Pneu Voiture/Velo/Moto Avec Lampe Torche - Noir,2200,Electronique Embarquee,Coido,750,oui,paye,0,ecommerce,Tentative echouee (Commune erronee),2022-03-27,Tentative echouee (Client absent (reporte)),2022-03-29,Livre,2022-03-30
528,1805,2022-03-26,2022-03-26,Retourne au vendeur,2022-04-06,2022-03-30,bob, Hameg ,H,,,Tizi Ouzou,Tizi Ouzou,Abro Mousse Nettoyante Moteur - equipement Engraisse Et Encrasse,890,Electronique Embarquee,Abro,900,oui,receivable,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-28,Tentative echouee (Client ne repond pas),2022-03-29,Echec livraison (Telephone injoignable),2022-03-30
529,1804,2022-03-26,2022-03-26,Livre,2022-03-27,2022-03-27,kouider,gounich,H,,,Mohammadia,Mascara,Mini Camera De Recul Voiture - Noir,1299,Electronique Embarquee,Mini,750,oui,paye,0,ecommerce,Livre,2022-03-27,,,,
530,1803,2022-03-26,2022-03-26,Livre,2022-04-04,2022-04-04,belgendouz,maissa,F,,,Tindouf,Tindouf,Support & Chargeur Auto Smart Sensor Sans Fil - S5,1790,Electronique Embarquee,Support,1600,oui,receivable,0,ecommerce,Livre,2022-04-04,,,,
531,1801,2022-03-26,2022-03-26,Retourne au vendeur,2022-04-02,2022-03-29,merrab,karim,H,8342844618,,Alger Centre,Alger,Car Q9 Modulateur Bluetooth et Chargeur de voiture pour lecteur MP3 - Transmetteur FM - Car Q9,820,Electronique Embarquee,Car,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-27,Tentative echouee (Client ne repond pas),2022-03-28,Echec livraison (Client ne repond pas),2022-03-29
532,1800,2022-03-26,2022-03-26,Livre,2022-03-27,2022-03-27,,FARID,H,5613961148,,Ain Temouchent,Ain Temouchent,WD 40 Aerosol Multifonction - 25 Ml,120,Electronique Embarquee,WD,750,oui,paye,0,ecommerce,Livre,2022-03-27,,,,
533,1793,2022-03-26,2022-03-26,Livre,2022-03-28,2022-03-28,aisha,haddad,F,7857862795,,El Eulma,Setif,Remax Support & Chargeur Auto - Sans Fil RM-C39 - Noir,3300,Electronique Embarquee,Remax,900,oui,paye,0,ecommerce,Livre,2022-03-28,,,,
534,1792,2022-03-26,2022-03-26,Retourne au vendeur,2022-04-02,2022-03-29,, Chender,H,5089330530,,Bouira,Bouira,Givenchy Eau de Parfum - L'Interdit - 80 Ml,15449,Parfums,Mini,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-28,Echec livraison (Annule par le client),2022-03-29,,
535,1788,2022-03-26,2022-03-26,Retourne au vendeur,2022-04-06,2022-03-30,,lmahdi,H,,,Skikda,Skikda,Calvin Klein Eau De Parfum Femme - Eternity Moment - 100 Ml,6690,Parfums,Cadre,900,oui,receivable,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-28,Tentative echouee (Client ne repond pas),2022-03-29,Echec livraison (Client absent (reporte)),2022-03-30
536,1787,2022-03-26,2022-03-26,Retourne au vendeur,2022-04-02,2022-03-29, hacene, Nassane ,F,8724073940,,Bab El Oued,Alger,Calvin Klein Eau de Toilette Homme - Ck One - 200 Ml,8300,Parfums,Scanner,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-27,Tentative echouee (Client absent (reporte)),2022-03-28,Echec livraison (Client ne repond pas),2022-03-29
537,1779,2022-03-26,2022-03-26,Livre,2022-03-28,2022-03-28,,HAMZEA,H,9054375162,,Teleghma,Mila,Hugo Boss Eau De Parfum Femme - Boss - 75 Ml,7900,Parfums,Compresseur,900,oui,paye,0,ecommerce,Livre,2022-03-28,,,,
538,1778,2022-03-26,2022-03-26,Retourne au vendeur,2022-04-02,2022-03-28,rachid,benchikh,H,1945917132,BENCHABAN,Blida,Blida,Calvin Klein Eau De Parfum Femme - CK BEAUTY - 100Ml,6750,Parfums,lingette,900,oui,paye,0,ecommerce,Echec livraison (Commande double),2022-03-28,,,,
539,1802,2022-03-26,2022-03-26,Retourne au vendeur,2022-04-10,2022-04-02,mohamed,benhnin,H,7919493325,,Adrar,Adrar,Elizabeth Arden Eau de Parfum - 5th Avenue - 125 Ml,4580,Parfums,PACK,1400,oui,receivable,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-30,Tentative echouee (Client absent (reporte)),2022-03-31,Echec livraison (Client ne repond pas),2022-04-02
540,1745,2022-03-27,2022-03-28,Retourne au vendeur,2022-04-06,2022-03-31,youcef,ayousghan,H,6062867337,,El Eulma,Setif,Paco Rabanne Eau de Toilette Homme - 100 ml,6450,Parfums,Abro,900,oui,receivable,0,ecommerce,Tentative echouee (Telephone injoignable),2022-03-30,Echec livraison (Annule par le client),2022-03-31,,
541,1741,2022-03-27,2022-03-28,Retourne au vendeur,2022-04-06,2022-03-30,abdallah,zemouri raed,H,4758016803,,Setif,Setif,Suddenly Suddenly -Madam Glamour -Eau De Parfum 50ml,2600,Parfums,Elisabeth,900,oui,receivable,0,ecommerce,Echec livraison (Client absent (echoue)),2022-03-30,,,,
542,1688,2022-03-27,2022-03-28,Retourne au vendeur,2022-04-06,2022-03-29,amir,mohamed,H,6232899124,,Bordj El Bahri,Alger,Azzaro Eau De Toilette Pour Homme - Azzaro -100 Ml,6500,Parfums,Cacharel,750,oui,receivable,0,ecommerce,Echec livraison (Client absent (echoue)),2022-03-29,,,,
543,1690,2022-03-27,2022-03-28,Retourne au vendeur,2022-04-09,2022-04-03, fares,Kasmi ,H,1335889672,,Bejaia,Bejaia,Azzaro AZZARO NOW MAN,4700,Parfums,Caron,900,oui,receivable,0,ecommerce,Tentative echouee (Telephone injoignable),2022-03-30,Tentative echouee (Client ne repond pas),2022-03-31,Echec livraison (Client ne repond pas),2022-04-03
544,1692,2022-03-27,2022-03-28,Retourne au vendeur,2022-04-09,2022-04-03, ahmed,recioui ,H,8457025370,,Ghardaia,Ghardaia,Burberry Body Eau De Parfum Pour Femme -85ml-,7900,Parfums,Dior,1050,oui,receivable,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-30,Tentative echouee (Client absent (reporte)),2022-03-31,Echec livraison (Annule par le client),2022-04-03
545,1700,2022-03-28,2022-03-28,Retourne au vendeur,2022-04-06,2022-04-02,ahmed,Djadi ,H,5576267260,,Khemis El Khechna,Boumerdes,Hugo Boss Eau De Toilette Homme - Just Different - 125 Ml,8550,Parfums,Nina,900,oui,receivable,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-30,Tentative echouee (Client ne repond pas),2022-03-31,Echec livraison (Client ne repond pas),2022-04-02
546,1701,2022-03-28,2022-03-28,Retourne au vendeur,2022-04-06,2022-04-02, jahid,Rekik ,H,5793380442,,Oran,Oran,Ted Lapidus -Creation- Ted Lapidus Eau de Toilette 40ml,2999,Parfums,Lanvin,750,oui,receivable,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-30,Tentative echouee (Client ne repond pas),2022-03-31,Echec livraison (Client ne repond pas),2022-04-02
547,1702,2022-03-28,2022-03-28,Livre,2022-04-02,2022-04-02,halim ,bouakal,H,4287985321,,Illizi,Illizi,Hugo Boss Verte Eau De Toilette Homme - 125 Ml - 125Ml,7890,Parfums,Dior,1800,oui,receivable,0,ecommerce,Livre,2022-04-02,,,,
548,1706,2022-03-28,2022-03-28,Retourne au vendeur,2022-04-06,2022-03-30,,Yasine,H,3547824281,,Chlef,Chlef,Cartier Eau De Toilette Homme - Declaration D'un Soir - 100Ml,8150,Parfums,Cartier,900,oui,receivable,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-29,Echec livraison (Annule par le client),2022-03-30,,
549,1711,2022-03-28,2022-03-28,Retourne au vendeur,2022-04-06,2022-03-31,,karim,H,1105039879,,Ain Benian,Alger,Guerlain Eau De Parfum Homme - L'Instant De Guerlain - 100ml,8950,Parfums,Guerlain,750,oui,receivable,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-29,Tentative echouee (Client ne repond pas),2022-03-30,Echec livraison (Client absent (reporte)),2022-03-31
550,1713,2022-03-28,2022-03-28,Retourne au vendeur,2022-04-06,2022-04-02,,seddik,H,5917054209,,El Kouif,Tebessa,Lanvin Eau De Toilette Homme - Oxygene - 100 Ml,4200,Parfums,Lanvin,1050,oui,receivable,0,ecommerce,Tentative echouee (Telephone injoignable),2022-03-30,Tentative echouee (Telephone injoignable),2022-03-31,Echec livraison (Client ne repond pas),2022-04-02
551,1714,2022-03-28,2022-03-28,Retourne au vendeur,2022-04-06,2022-04-02, karim,Boukerzaza ,F,2538822686,,Constantine,Constantine,Hugo Boss Eau De Parfum Homme - The Scent Intense - 100Ml,12900,Parfums,Hugo,900,oui,receivable,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-30,Tentative echouee (Telephone injoignable),2022-03-31,Echec livraison (Telephone injoignable),2022-04-02
552,1725,2022-03-28,2022-03-28,Retourne au vendeur,2022-04-06,2022-03-30,cherki,nouri,F,,,Ain Fakroun,Oum El Bouaghi,Lotto Coffret Earth - Eau De Toilette 100 Ml + After Shave 100 Ml,1500,Parfums,Lotto,900,oui,receivable,0,ecommerce,Echec livraison (Annule par le client),2022-03-30,,,,
553,1767,2022-03-28,2022-03-28,Retourne au vendeur,2022-04-06,2022-03-30,mohamed,deyafi,F,9763519096,,NGaous,Batna,Jean Paul Gaultier Eau De Parfum Femme - Scandal - 80 Ml,14690,Parfums,Jean,900,oui,receivable,0,ecommerce,Echec livraison (Annule par le client),2022-03-30,,,,
554,echange,2022-03-28,,Retourne au vendeur,2022-04-06,,,zaidi sara,F,9798711249,,Sidi Bel Abbes,Sidi Bel Abbes,Paco Rabanne PACO RABANNE- PURE XS NIGHT -Eau De Parfum Pour Homme 100Ml,13600,Parfums,Paco,0,oui,receivable,0,ecommerce,,,,,,
555,echange,2022-03-28,2022-03-28,Livre,2022-03-29,2022-03-29,,zaidi sara,F,8436495666,,Mecheria,Naâma,Paco Rabanne Eau De Toilette Homme One Million - 100Ml,11190,Parfums,Paco,900,oui,paye,0,ecommerce,Livre,2022-03-29,,,,
556,1765,2022-03-29,2022-03-30,Livre,2022-03-31,2022-03-31,,laaroussi,H,,,El Attaf,Ain Defla,Azzaro Pack X2 Eau De Toilette Homme - Wanted - 100 Ml,15690,Parfums,Azzaro,900,oui,paye,0,ecommerce,Livre,2022-03-31,,,,
557,1763,2022-03-29,2022-03-30,Livre,2022-04-05,2022-04-05,,abderrahmane,H,4487751323,,Ouled Moussa,Boumerdes,Escada Escada Magnetism - Eau de Parfum Femme - 50Ml,6700,Parfums,Escada,900,oui,receivable,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-04-03,Tentative echouee (Telephone injoignable),2022-04-04,Livre,2022-04-05
558,1761,2022-03-29,2022-03-30,Retourne au vendeur,2022-04-06,2022-04-03,sofiane,demich,H,7403092893,,Blida,Blida,Yves Saint Laurent Eau De Toilette Homme - BODY KOUROS - 100 Ml,11500,Parfums,Yves,900,oui,receivable,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-31,Tentative echouee (Telephone injoignable),2022-04-02,Echec livraison (Telephone injoignable),2022-04-03
559,1755,2022-03-29,2022-03-30,Livre,2022-04-04,2022-04-04,,lmoumen,H,2055200468,,Guelma,Guelma,Guerlain Eau De Parfum Femme - Samsara - 100 Ml,13000,Parfums,Guerlain,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-04-02,Tentative echouee (Client absent (reporte)),2022-04-03,Livre,2022-04-04
560,1753,2022-03-29,2022-03-30,Retourne au vendeur,2022-04-30,2022-04-14,ben abdelhakem,abdallah,H,2787907523,,Illizi,Illizi,Cerruti Eau De Toilette Femme - 1881 - 100 Ml,6700,Parfums,Cerruti,1800,oui,receivable,0,ecommerce,Tentative echouee (Telephone injoignable),2022-04-13,Echec livraison (Client absent (echoue)),2022-04-14,,
